STA,LAT,LON,ELEV,DIST,BAZ,ISCPHASE,REPPHASE,DATE,TIME,RES,TDEF,AUTHOR,DATE,TIME,LATH,LONH,DEPTH,AUTHOR,TYPE,MAG
WAR,52.2417,21.0236,110,59.4,316.3,S,S,15-08-1950,14:27:43,-1.6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SOF,42.6761,23.3698,570,59.47,305,P,P,15-08-1950,14:19:37,-0.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SOF,42.6761,23.3698,570,59.47,305,S,S,15-08-1950,14:27:44,-2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
ATH,37.9722,23.7167,95,60.24,299.6,P,P,15-08-1950,14:19:42,-0.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
ATH,37.9722,23.7167,95,60.24,299.6,S,S,15-08-1950,14:27:52,-4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
TIM,45.7366,21.2208,88,60.35,308.8,P,P,15-08-1950,14:19:43,0,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SPC,49.1889,20.245,1772,60.36,312.9,P,P,15-08-1950,14:19:42,-1.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SPC,49.1889,20.245,1772,60.36,312.9,S,S,15-08-1950,14:28:00,2.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
UPP,59.8576,17.6229,14,60.38,325.3,P,P,15-08-1950,14:19:40,-2.9,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
UPP,59.8576,17.6229,14,60.38,325.3,S,S,15-08-1950,14:27:54,-3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
UPP,59.8576,17.6229,14,60.38,325.3,P,P,15-08-1950,14:19:40,-2.9,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
UPP,59.8576,17.6229,14,60.38,325.3,S,S,15-08-1950,14:27:54,-3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BUD,47.4836,19.0239,196,61.48,311.1,P,P,15-08-1950,14:19:51,0.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BUD,47.4836,19.0239,196,61.48,311.1,PcP,PcP,15-08-1950,14:20:31,-1.6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BUD,47.4836,19.0239,196,61.48,311.1,S,S,15-08-1950,14:28:18,6.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BUD,47.4836,19.0239,196,61.48,311.1,P,P,15-08-1950,14:19:52,1.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BUD,47.4836,19.0239,196,61.48,311.1,S,S,15-08-1950,14:28:09,-2.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
RAC,50.0833,18.1942,209,61.51,314.1,P,P,15-08-1950,14:19:51,0.2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
RAC,50.0833,18.1942,209,61.51,314.1,PcP,PcP,15-08-1950,14:20:33,0.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
KAL,46.5286,18.9764,93,61.71,310.1,P,P,15-08-1950,14:19:53,0.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
KAL,46.5286,18.9764,93,61.71,310.1,S,S,15-08-1950,14:28:13,-1.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
HRB,47.8736,18.1928,115,61.95,311.7,P,P,15-08-1950,14:19:55,1.2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
HRB,47.8736,18.1928,115,61.95,311.7,S,S,15-08-1950,14:28:19,1.6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
PER,-31.9527,115.839,55,62.76,161.5,P,P,15-08-1950,14:20:02,2.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
VIE,48.2483,16.3617,198,63.07,312.4,P,P,15-08-1950,14:20:01,-0.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
VIE,48.2483,16.3617,198,63.07,312.4,PcP,PcP,15-08-1950,14:20:37,-2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
COP,55.6853,12.4325,13,63.8,321.1,P,P,15-08-1950,14:20:05,-0.9,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
COP,55.6853,12.4325,13,63.8,321.1,S,S,15-08-1950,14:28:43,2.7,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
PRA,50.0703,14.4331,225,63.88,314.7,P,P,15-08-1950,14:20:06,-0.6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
PRA,50.0703,14.4331,225,63.88,314.7,S,S,15-08-1950,14:28:41,-0.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
POT,52.3803,13.0678,80,64.17,317.4,P,P,15-08-1950,14:20:10,1.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
POT,52.3803,13.0678,80,64.17,317.4,PP,PP,15-08-1950,14:22:26,-3.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
POT,52.3803,13.0678,80,64.17,317.4,S,S,15-08-1950,14:28:46,1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
TAR,40.475,17.2583,15,64.42,303.8,P,P,15-08-1950,14:20:12,1.6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
TAR,40.475,17.2583,15,64.42,303.8,S,S,15-08-1950,14:28:51,2.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CLL,51.3077,13.0026,230,64.47,316.3,P,P,15-08-1950,14:20:08,-2.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CLL,51.3077,13.0026,230,64.47,316.3,PP,PP,15-08-1950,14:22:34,2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CLL,51.3077,13.0026,230,64.47,316.3,S,S,15-08-1950,14:28:48,-0.7,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CHE,50.0794,12.3761,430,65.16,315.1,P,P,15-08-1950,14:20:14,-1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CHE,50.0794,12.3761,430,65.16,315.1,S,S,15-08-1950,14:29:00,2.6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
JEN,50.9519,11.5833,193,65.42,316.2,P,P,15-08-1950,14:20:15,-1.7,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
JEN,50.9519,11.5833,193,65.42,316.2,S,S,15-08-1950,14:29:00,-0.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
TRS,45.6428,13.7539,8,65.45,310.1,P,P,15-08-1950,14:20:17,0,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
TRS,45.6428,13.7539,8,65.45,310.1,S,S,15-08-1950,14:28:59,-2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BER,60.3838,5.3339,50,66.32,327.2,P,P,15-08-1950,14:20:21,-1.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BER,60.3838,5.3339,50,66.32,327.2,PP,PP,15-08-1950,14:22:58,10.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
MES,38.1989,15.555,45,66.36,301.9,P,P,15-08-1950,14:20:22,-1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
MES,38.1989,15.555,45,66.36,301.9,PP,PP,15-08-1950,14:22:51,2.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
MES,38.1989,15.555,45,66.36,301.9,S,S,15-08-1950,14:29:04,-8.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
TAN,-18.9169,47.5519,1375,66.66,231,P,P,15-08-1950,14:20:24,-1.2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
TAN,-18.9169,47.5519,1375,66.66,231,S,S,15-08-1950,14:29:19,2.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
PAD,45.4086,11.8861,12,66.78,310.3,P,P,15-08-1950,14:20:26,0.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
PAD,45.4086,11.8861,12,66.78,310.3,S,S,15-08-1950,14:29:19,1.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
RDP,41.7583,12.7167,760,67.32,306.3,P,P,15-08-1950,14:20:25,-4.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
RDP,41.7583,12.7167,760,67.32,306.3,S,S,15-08-1950,14:29:18,-6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
RDP,41.7583,12.7167,760,67.32,306.3,SS,SS,15-08-1950,14:33:47,3.6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
ROM,41.9033,12.5133,45,67.42,306.5,P,P,15-08-1950,14:20:26,-3.6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
ROM,41.9033,12.5133,45,67.42,306.5,PP,PP,15-08-1950,14:23:01,3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
ROM,41.9033,12.5133,45,67.42,306.5,S,S,15-08-1950,14:29:24,-1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BOL,44.4867,11.329,80,67.44,309.4,P,P,15-08-1950,14:20:32,2.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BOL,44.4867,11.329,80,67.44,309.4,S,S,15-08-1950,14:29:27,1.9,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BOL,44.4867,11.329,80,67.44,309.4,SS,SS,15-08-1950,14:33:49,4.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
STU,48.7719,9.195,360,67.52,314.3,P,P,15-08-1950,14:20:29,-1.2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
STU,48.7719,9.195,360,67.52,314.3,PP,PP,15-08-1950,14:23:09,10.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
STU,48.7719,9.195,360,67.52,314.3,S,S,15-08-1950,14:29:29,2.9,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
PRT,43.88,11.0942,61,67.78,308.9,S,S,15-08-1950,14:29:24,-5.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CHU,46.8499,9.5367,630,67.89,312.3,P,P,15-08-1950,14:20:31,-1.6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CHU,46.8499,9.5367,630,67.89,312.3,S,S,15-08-1950,14:29:30,-0.7,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
KRL,49.0108,8.4122,114,67.94,314.8,P,P,15-08-1950,14:20:34,1.2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
KRL,49.0108,8.4122,114,67.94,314.8,S,S,15-08-1950,14:29:32,1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
ZUR,47.3692,8.5809,615,68.35,313,P,P,15-08-1950,14:20:34,-1.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
ZUR,47.3692,8.5809,615,68.35,313,S,S,15-08-1950,14:29:35,-1.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
STR,48.5845,7.7658,135,68.48,314.5,P,P,15-08-1950,14:20:36,-0.2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
STR,48.5845,7.7658,135,68.48,314.5,PcP,PcP,15-08-1950,14:20:53,-8.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
STR,48.5845,7.7658,135,68.48,314.5,S,S,15-08-1950,14:29:37,-0.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
PAV,45.1833,9.1736,77,68.67,310.7,P,P,15-08-1950,14:20:38,0.6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
PAV,45.1833,9.1736,77,68.67,310.7,S,S,15-08-1950,14:29:40,0.2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
DBN,52.1017,5.1767,3,68.9,318.6,P,P,15-08-1950,14:20:39,0.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
DBN,52.1017,5.1767,3,68.9,318.6,S,S,15-08-1950,14:29:34,-8.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BAS,47.54,7.5817,309,68.94,313.5,P,P,15-08-1950,14:20:38,-1.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BAS,47.54,7.5817,309,68.94,313.5,S,S,15-08-1950,14:29:43,0,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
NEU,46.9973,6.9573,487,69.52,313.1,P,P,15-08-1950,14:20:41,-1.7,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
NEU,46.9973,6.9573,487,69.52,313.1,S,S,15-08-1950,14:29:42,-7.9,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BES,47.2497,5.9875,311,70.05,313.6,P,P,15-08-1950,14:20:45,-1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
TUN,36.8,10.1333,0,70.89,302,P,P,15-08-1950,14:20:48,-3.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
TUN,36.8,10.1333,0,70.89,302,PcP,PcP,15-08-1950,14:21:13,1.2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
TUN,36.8,10.1333,0,70.89,302,S,S,15-08-1950,14:29:58,-8.2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
ABE,57.1667,-2.1,12,71.04,325.3,P,P,15-08-1950,14:20:50,-1.7,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
ABE,57.1667,-2.1,12,71.04,325.3,S,S,15-08-1950,14:30:09,1.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
PAR,48.8094,2.4936,47,71.67,316,P,P,15-08-1950,14:20:54,-1.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
PAR,48.8094,2.4936,47,71.67,316,PcP,PcP,15-08-1950,14:21:11,-3.9,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
PAR,48.8094,2.4936,47,71.67,316,S,S,15-08-1950,14:30:13,-1.9,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
DUR,54.7684,-1.585,103,71.71,322.8,P,P,15-08-1950,14:20:56,0.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
DUR,54.7684,-1.585,103,71.71,322.8,S,S,15-08-1950,14:30:16,0.9,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
EDI,55.9233,-3.1875,125,72.08,324.3,P,P,15-08-1950,14:20:55,-3.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
EDI,55.9233,-3.1875,125,72.08,324.3,PcP,PcP,15-08-1950,14:21:13,-3.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
EDI,55.9233,-3.1875,125,72.08,324.3,S,S,15-08-1950,14:30:15,-4.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SCO,70.4833,-21.95,69,72.29,341.9,P,P,15-08-1950,14:20:58,-1.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
KEW,51.4683,-0.3131,5,72.31,319.3,P,P,15-08-1950,14:21:00,0.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
KEW,51.4683,-0.3131,5,72.31,319.3,S,S,15-08-1950,14:30:22,-0.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CFF,45.763,3.1112,400,72.45,312.9,P,P,15-08-1950,14:21:00,-0.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CFF,45.763,3.1112,400,72.45,312.9,PcP,PcP,15-08-1950,14:21:18,-0.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CFF,45.763,3.1112,400,72.45,312.9,S,S,15-08-1950,14:30:26,2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
JRS,49.1924,-2.0917,53,74.28,317.6,P,P,15-08-1950,14:21:11,-0.2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
JRS,49.1924,-2.0917,53,74.28,317.6,SKiKP,S,15-08-1950,14:30:41,3.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CMO,64.86,-147.835,183,74.7,23.5,P,P,15-08-1950,14:21:10,-3.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CMO,64.86,-147.835,183,74.7,23.5,SKiKP,S,15-08-1950,14:30:39,0.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CMO,64.86,-147.835,183,74.7,23.5,ScS,ScS,15-08-1950,14:31:30,5.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
FBR,41.4164,2.125,405,74.84,309,P,P,15-08-1950,14:21:14,-0.7,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
FBR,41.4164,2.125,405,74.84,309,S,S,15-08-1950,14:30:48,-3.2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
DUB,53.2986,-6.2825,52,74.84,322.7,P,P,15-08-1950,14:21:13,-1.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
DUB,53.2986,-6.2825,52,74.84,322.7,S,S,15-08-1950,14:30:46,-4.7,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
REY,64.1278,-21.905,44,76.05,336.6,P,P,15-08-1950,14:21:24,2.9,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
REY,64.1278,-21.905,44,76.05,336.6,S,S,15-08-1950,14:31:12,8.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
REY,64.1278,-21.905,44,76.05,336.6,PnS,PS,15-08-1950,14:31:49,8.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
ALG,36.7717,3.0583,59,76.12,304.3,P,P,15-08-1950,14:21:20,-2.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
ALG,36.7717,3.0583,59,76.12,304.3,PP,PP,15-08-1950,14:24:09,-3.7,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
EBR,40.8206,0.4936,50,76.21,309,P,P,15-08-1950,14:21:20,-2.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
EBR,40.8206,0.4936,50,76.21,309,PcP,PcP,15-08-1950,14:21:37,2.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
EBR,40.8206,0.4936,50,76.21,309,S,S,15-08-1950,14:31:05,-1.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
BRSB,-27.4781,153.0311,15,77.63,130.6,P,P,15-08-1950,14:21:26,-4.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
ALI,38.3553,-0.4873,35,77.97,307.1,P,P,15-08-1950,14:21:33,0.6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
TOL,39.8814,-4.0486,480,79.73,309.7,P,P,15-08-1950,14:21:41,-1.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
TOL,39.8814,-4.0486,480,79.73,309.7,PP,PP,15-08-1950,14:24:44,1.2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
TOL,39.8814,-4.0486,480,79.73,309.7,S,S,15-08-1950,14:31:45,0.6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
TAM,22.7917,5.5233,1395,80.27,290.6,P,P,15-08-1950,14:21:45,-0.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
RIV,-33.8294,151.158,25,80.68,136.5,P,P,15-08-1950,14:21:47,-0.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
RIV,-33.8294,151.158,25,80.68,136.5,P,P,15-08-1950,14:21:47,-0.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
RIV,-33.8294,151.158,25,80.68,136.5,pP,PcP,15-08-1950,14:21:52,-0.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
RIV,-33.8294,151.158,25,80.68,136.5,S,S,15-08-1950,14:31:55,0.9,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
RIV,-33.8294,151.158,25,80.68,136.5,SKSac,S,15-08-1950,14:31:56,-8.9,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
RIV,-33.8294,151.158,25,80.68,136.5,ScS,sS,15-08-1950,14:32:17,3.7,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
RIV,-33.8294,151.158,25,80.68,136.5,P,P,15-08-1950,14:21:47,-0.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
RIV,-33.8294,151.158,25,80.68,136.5,pP,PcP,15-08-1950,14:21:52,-0.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
RIV,-33.8294,151.158,25,80.68,136.5,S,S,15-08-1950,14:31:55,0.9,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CRT,37.19,-3.5956,774,80.69,307.2,P,P,15-08-1950,14:21:43,-4.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CRT,37.19,-3.5956,774,80.69,307.2,PcP,PcP,15-08-1950,14:21:55,0.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
CRT,37.19,-3.5956,774,80.69,307.2,S,S,15-08-1950,14:31:57,2.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
MAL,36.7275,-4.4111,60,81.49,307.1,P,P,15-08-1950,14:21:53,1.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
MAL,36.7275,-4.4111,60,81.49,307.1,PP,PP,15-08-1950,14:24:59,1.6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
MAL,36.7275,-4.4111,60,81.49,307.1,S,S,15-08-1950,14:32:01,-1.8,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
LIS,38.718,-9.1505,77,83.74,310.7,P,P,15-08-1950,14:22:02,-1.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SIT,57.0569,-135.3244,19,84.39,25.5,P,P,15-08-1950,14:22:05,-1.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SIT,57.0569,-135.3244,19,84.39,25.5,PP,PP,15-08-1950,14:25:30,9.6,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
SIT,57.0569,-135.3244,19,84.39,25.5,S,S,15-08-1950,14:32:28,-3.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
PRE,-25.7533,28.19,1333,84.82,237.3,P,P,15-08-1950,14:22:07,-2,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
JOH,-26.1817,28.075,1806,85.15,237,P,P,15-08-1950,14:22:16,5.3,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
JOH,-26.1817,28.075,1806,85.15,237,S,SKS,15-08-1950,14:32:34,-6.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
PIE,-29.62,30.3967,656,85.46,233,P,P,15-08-1950,14:22:12,0,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
PIE,-29.62,30.3967,656,85.46,233,PKKPdf,PKKP,15-08-1950,14:40:02,-7.9,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
IVI,61.2058,-48.1712,15,86.24,343.7,P,P,15-08-1950,14:22:12,-3.4,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
IVI,61.2058,-48.1712,15,86.24,343.7,PnS,PS,15-08-1950,14:33:45,-2.5,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
GRH,-33.31,26.575,558,90.25,231.8,P,P,15-08-1950,14:22:35,0.1,TRUE,ISC,15-08-1950,14:09:35,28.3633,96.4454,15,ISC,MS,8.6
